historical_case_id,district_id,withdrawal_location_id,fraud_type,fraud_amount,transaction_hour,city,latitude,longitude,account_risk,transaction_velocity,distance_to_location,atm_density,historical_similarity,withdrawal_zone,outcome
HC30547,TN04,OSM00113,Phishing,112932.39,6,Coimbatore,10.9941,76.9651,0.62,21,12.6,7,0.8,OSM00113,No Activity
HC30548,TN03,OSM01575,Loan Fraud,37412.6,18,Chennai,12.9299,80.1274,0.58,12,47.41,7,0.78,OSM01575,No Activity
HC30549,TN04,OSM00117,Card Skimming,85912.26,11,Coimbatore,10.995,76.9589,0.44,22,45.95,18,0.46,OSM00117,Withdrawal Attempted
HC30550,TN03,OSM01581,Card Skimming,70908.16,2,Chennai,12.9356,80.1402,0.67,20,28.25,12,0.78,OSM01581,Withdrawal Attempted
HC30551,TN04,OSM00898,Job Fraud,45724.86,5,Coimbatore,11.2327,76.9005,0.5,14,20.3,11,0.96,OSM00898,Withdrawal Attempted
HC30552,TN14,OSM00196,Job Fraud,124455.13,2,Mayiladuthurai,10.9553,79.3913,0.9,21,34.89,2,0.73,OSM00196,Withdrawal Detected
HC30553,TN16,OSM00801,UPI Fraud,58535.7,8,Kanniyakumari,8.1902,77.6952,0.71,4,39.5,5,0.3,OSM00801,No Activity
HC30554,TN03,OSM01304,Romance Scam,180460.33,2,Chennai,12.981,80.1609,0.71,7,31.53,16,0.42,OSM01304,Withdrawal Attempted
HC30555,TN05,OSM01215,UPI Fraud,196443.53,12,Cuddalore,11.6922,79.7454,0.4,8,36.27,1,0.61,OSM01215,Withdrawal Detected
HC30556,TN04,OSM00692,OTP Fraud,25676.99,18,Coimbatore,11.2473,76.9565,0.97,14,13.3,2,0.85,OSM00692,No Activity
HC30557,TN03,OSM00291,SIM Swap,159708.75,11,Chennai,13.0361,80.2179,0.92,7,27.08,6,0.26,OSM00291,Withdrawal Attempted
HC30558,TN02,OSM00523,Loan Fraud,213440.11,3,Chengalpattu,12.8039,80.2238,0.55,5,27.7,19,0.97,OSM00523,Withdrawal Attempted
HC30559,TN24,OSM00825,Job Fraud,173222.87,21,Tenkasi,8.9369,77.4486,0.41,11,5.54,10,0.68,OSM00825,Withdrawal Detected
HC30560,TN03,OSM00788,UPI Fraud,114961.15,9,Chennai,13.056,80.2426,0.51,3,29.87,5,0.49,OSM00788,Withdrawal Attempted
HC30561,TN02,OSM00428,Investment Scam,9411.34,6,Chengalpattu,12.7901,80.2219,0.57,2,43.61,8,0.78,OSM00428,No Activity
HC30562,TN03,OSM00509,UPI Fraud,286478.26,9,Chennai,12.9227,80.1441,0.83,21,27.12,20,0.77,OSM00509,Withdrawal Attempted
HC30563,TN03,OSM00275,Investment Scam,248997.39,19,Chennai,12.9341,80.2327,0.92,10,38.28,11,0.84,OSM00275,Withdrawal Attempted
HC30564,TN04,OSM00415,Phishing,186982.34,11,Coimbatore,11.0082,76.9705,0.61,23,42.42,18,0.17,OSM00415,No Activity
HC30565,TN03,OSM00730,SIM Swap,255801.19,9,Chennai,12.9669,80.1491,0.55,25,14.63,12,0.8,OSM00730,No Activity
HC30566,TN04,OSM00052,UPI Fraud,140518.98,15,Coimbatore,10.9954,76.9754,0.94,10,45.59,12,0.99,OSM00052,Withdrawal Detected
HC30567,TN03,OSM00839,Romance Scam,132367.01,20,Chennai,13.0278,80.2099,0.97,11,5.12,4,0.78,OSM00839,Withdrawal Attempted
HC30568,TN03,OSM00570,UPI Fraud,206292.33,9,Chennai,13.0201,80.2066,0.42,7,43.78,12,0.5,OSM00570,Withdrawal Detected
HC30569,TN06,OSM00734,Romance Scam,24538.5,7,Dharmapuri,12.3028,78.0738,0.86,2,0.92,7,0.69,OSM00734,Withdrawal Attempted
HC30570,TN03,OSM00681,OTP Fraud,240473.18,18,Chennai,13.0875,80.1969,0.76,12,16.67,5,0.51,OSM00681,Withdrawal Detected
HC30571,TN30,OSM00300,Job Fraud,232111.01,7,Tiruchirappalli,10.815,78.6996,0.84,16,35.87,3,0.27,OSM00300,No Activity
HC30572,TN37,OSM00655,Phishing,276401.79,23,Viluppuram,11.9355,79.5239,0.74,21,34.05,8,0.49,OSM00655,Withdrawal Attempted
HC30573,TN20,OSM01035,Loan Fraud,297612.24,13,Ramanathapuram,9.2871,79.3184,0.86,12,28.91,16,0.85,OSM01035,Withdrawal Attempted
HC30574,TN04,OSM00827,Phishing,105415.03,1,Coimbatore,11.0142,77.0188,0.76,4,1.95,5,0.79,OSM00827,Withdrawal Attempted
HC30575,TN17,OSM01137,Card Skimming,238994.58,19,Namakkal,11.1081,78.2388,0.54,17,13.88,18,0.29,OSM01137,No Activity
HC30576,TN36,OSM01595,Card Skimming,292723.43,17,Vellore,12.9715,79.1627,0.87,3,12.09,9,0.53,OSM01595,Withdrawal Detected
HC30577,TN03,OSM00925,SIM Swap,268070.85,12,Chennai,13.0593,80.2427,0.59,15,41.6,2,0.98,OSM00925,No Activity
HC30578,TN31,OSM01132,OTP Fraud,45301.43,10,Tirunelveli,8.726,77.6788,0.92,15,24.67,2,0.63,OSM01132,Withdrawal Detected
HC30579,TN32,OSM00733,Card Skimming,134378.07,7,Tirupathur,12.6764,78.6224,0.58,12,43.98,20,0.94,OSM00733,Withdrawal Detected
HC30580,TN03,OSM00816,Phishing,220545.0,19,Chennai,13.0204,80.1301,0.69,8,44.91,16,0.9,OSM00816,No Activity
HC30581,TN03,OSM00456,SIM Swap,95757.96,16,Chennai,13.0832,80.2623,0.41,19,23.5,19,0.85,OSM00456,Withdrawal Detected
HC30582,TN29,OSM00900,Loan Fraud,181083.81,0,Thoothukudi,8.509,78.1179,0.63,7,42.93,15,0.64,OSM00900,Withdrawal Attempted
HC30583,TN16,OSM00216,OTP Fraud,77019.59,20,Kanniyakumari,8.19,77.4,0.84,7,7.46,1,0.28,OSM00216,No Activity
HC30584,TN30,OSM00286,Phishing,18705.07,21,Tiruchirappalli,10.756,78.8299,0.62,11,25.12,3,1.0,OSM00286,Withdrawal Detected
HC30585,TN37,OSM00968,Job Fraud,268024.03,8,Viluppuram,11.8349,79.4285,0.96,23,8.37,13,0.7,OSM00968,Withdrawal Detected
HC30586,TN18,OSM01252,Job Fraud,112683.68,1,Perambalur,11.1514,78.5955,0.95,3,5.43,14,0.37,OSM01252,No Activity
HC30587,TN16,OSM00197,Card Skimming,190047.88,19,Kanniyakumari,8.1734,77.4273,0.67,18,44.15,5,0.63,OSM00197,No Activity
HC30588,TN03,OSM00251,Loan Fraud,7796.03,2,Chennai,13.0242,80.2185,0.86,24,34.35,3,0.34,OSM00251,Withdrawal Detected
HC30589,TN37,OSM00530,Phishing,256202.15,7,Viluppuram,11.5258,79.3879,0.94,2,46.83,17,0.62,OSM00530,Withdrawal Attempted
HC30590,TN22,OSM00463,Phishing,50158.05,11,Salem,11.7193,78.0759,0.41,16,47.27,11,0.36,OSM00463,Withdrawal Attempted
HC30591,TN13,OSM01478,SIM Swap,34254.16,4,Madurai,9.928,78.1485,0.59,22,16.73,4,0.21,OSM01478,No Activity
HC30592,TN29,OSM00952,OTP Fraud,125514.77,3,Thoothukudi,8.7841,78.0996,0.66,7,34.82,5,0.11,OSM00952,Withdrawal Attempted
HC30593,TN04,OSM01313,Investment Scam,248056.14,23,Coimbatore,11.0274,77.0236,0.77,11,29.07,16,0.29,OSM01313,Withdrawal Attempted
HC30594,TN11,OSM00400,Job Fraud,44773.27,1,Karur,11.0234,78.2841,0.49,5,10.04,18,0.88,OSM00400,Withdrawal Attempted
HC30595,TN12,OSM01343,OTP Fraud,279211.37,10,Krishnagiri,12.7339,77.8318,0.51,19,46.42,4,0.76,OSM01343,Withdrawal Attempted
HC30596,TN31,OSM01559,UPI Fraud,256241.13,9,Tirunelveli,8.7013,77.7237,0.62,24,9.86,16,0.73,OSM01559,Withdrawal Attempted
HC30597,TN16,OSM01586,UPI Fraud,70005.43,8,Kanniyakumari,8.3139,77.2038,0.68,9,9.78,10,0.51,OSM01586,Withdrawal Attempted
HC30598,TN34,OSM01442,Romance Scam,198666.54,22,Tiruvannamalai,12.0642,79.1358,0.75,8,11.16,14,0.64,OSM01442,Withdrawal Attempted
HC30599,TN04,OSM00052,SIM Swap,168534.28,5,Coimbatore,10.9954,76.9754,0.79,12,7.81,2,0.11,OSM00052,No Activity
HC30600,TN04,OSM00090,Identity Theft,120521.99,12,Coimbatore,11.0438,76.9477,0.81,9,44.7,20,0.98,OSM00090,No Activity
HC30601,TN37,OSM00566,Identity Theft,229463.16,16,Viluppuram,11.939,79.4929,0.51,20,45.02,12,0.21,OSM00566,No Activity
HC30602,TN37,OSM00219,Phishing,6535.57,17,Viluppuram,12.2513,79.4166,0.92,20,36.04,4,0.14,OSM00219,Withdrawal Attempted
HC30603,TN26,OSM01174,SIM Swap,16007.6,15,Theni,10.4466,77.5172,0.7,9,34.87,4,0.47,OSM01174,No Activity
HC30604,TN16,OSM01048,Identity Theft,99704.21,14,Kanniyakumari,8.335,77.7003,0.68,11,26.86,7,0.12,OSM01048,No Activity
HC30605,TN29,OSM00948,Investment Scam,206980.16,11,Thoothukudi,8.7996,78.1338,0.71,24,15.58,17,0.8,OSM00948,No Activity
HC30606,TN03,OSM00384,SIM Swap,37666.34,17,Chennai,13.0072,80.1961,0.68,10,49.4,6,0.44,OSM00384,Withdrawal Detected
HC30607,TN19,OSM01534,Investment Scam,162164.95,1,Pudukkottai,10.1191,78.7915,0.82,16,26.09,5,0.71,OSM01534,Withdrawal Detected
HC30608,TN04,OSM00667,Identity Theft,171034.66,9,Coimbatore,11.0165,76.9633,0.8,21,8.17,14,0.87,OSM00667,Withdrawal Attempted
HC30609,TN08,OSM00161,Phishing,212168.02,4,Erode,11.3338,77.7043,0.88,11,18.09,3,0.41,OSM00161,Withdrawal Attempted
HC30610,TN04,OSM01313,UPI Fraud,58675.78,7,Coimbatore,11.0274,77.0236,0.92,20,34.73,2,0.34,OSM01313,No Activity
HC30611,TN03,OSM00525,Investment Scam,130896.48,15,Chennai,13.1307,80.277,0.73,21,38.44,12,0.36,OSM00525,Withdrawal Attempted
HC30612,TN03,OSM00024,SIM Swap,280431.83,0,Chennai,13.0237,80.2233,0.9,16,48.23,6,0.49,OSM00024,Withdrawal Attempted
HC30613,TN19,OSM00445,Romance Scam,136064.94,10,Pudukkottai,10.3757,78.8148,0.98,20,26.9,8,0.26,OSM00445,No Activity
HC30614,TN03,OSM00127,Job Fraud,299800.54,18,Chennai,12.9206,80.169,0.57,21,2.13,10,0.87,OSM00127,Withdrawal Attempted
HC30615,TN14,OSM01097,Card Skimming,295496.48,14,Mayiladuthurai,11.4533,79.5468,0.52,11,33.41,11,0.8,OSM01097,Withdrawal Detected
HC30616,TN04,OSM00359,UPI Fraud,198203.48,4,Coimbatore,11.0149,76.9492,0.45,20,46.14,9,0.64,OSM00359,Withdrawal Attempted
HC30617,TN13,OSM01463,Identity Theft,231880.61,10,Madurai,9.9321,78.0939,0.77,16,13.27,19,0.25,OSM01463,Withdrawal Detected
HC30618,TN04,OSM00086,UPI Fraud,263631.92,17,Coimbatore,11.0135,76.9673,0.56,5,19.16,14,0.34,OSM00086,Withdrawal Attempted
HC30619,TN03,OSM00534,Job Fraud,265939.97,15,Chennai,13.0812,80.2639,0.5,20,3.35,11,0.43,OSM00534,No Activity
HC30620,TN03,OSM00978,OTP Fraud,217673.08,19,Chennai,13.0912,80.276,0.93,11,33.34,16,0.3,OSM00978,Withdrawal Attempted
HC30621,TN03,OSM00723,Job Fraud,137866.08,17,Chennai,13.0042,80.2017,0.56,17,47.95,11,0.12,OSM00723,No Activity
HC30622,TN03,OSM00276,Loan Fraud,114568.58,5,Chennai,13.0312,80.2244,0.46,12,31.49,2,0.15,OSM00276,No Activity
HC30623,TN02,OSM00428,Phishing,21152.38,23,Chengalpattu,12.7901,80.2219,0.54,17,8.64,8,0.91,OSM00428,No Activity
HC30624,TN03,OSM00967,Investment Scam,104374.19,20,Chennai,12.9597,80.2421,0.82,5,11.39,18,0.25,OSM00967,Withdrawal Attempted
HC30625,TN03,OSM01579,Card Skimming,198786.77,13,Chennai,12.9176,80.1078,0.91,20,31.97,10,0.92,OSM01579,Withdrawal Attempted
HC30626,TN03,OSM00017,Card Skimming,252606.61,19,Chennai,13.033,80.1615,0.65,8,29.7,15,0.47,OSM00017,Withdrawal Detected
HC30627,TN37,OSM01002,Identity Theft,41923.4,18,Viluppuram,11.941,79.4964,0.97,9,19.66,13,0.52,OSM01002,Withdrawal Detected
HC30628,TN13,OSM00486,Loan Fraud,14271.35,11,Madurai,9.924,78.1491,0.43,6,20.86,3,0.9,OSM00486,No Activity
HC30629,TN31,OSM00907,OTP Fraud,244643.67,17,Tirunelveli,8.7169,77.7326,0.97,14,34.9,14,0.98,OSM00907,No Activity
HC30630,TN11,OSM00837,Phishing,104812.47,19,Karur,11.0745,78.0076,0.91,2,20.73,10,0.25,OSM00837,Withdrawal Detected
HC30631,TN03,OSM00242,Identity Theft,17387.39,3,Chennai,13.0196,80.2195,0.78,5,49.88,14,0.82,OSM00242,Withdrawal Detected
HC30632,TN18,OSM01257,Job Fraud,194772.07,9,Perambalur,11.1389,78.5919,0.89,18,20.3,8,0.78,OSM01257,No Activity
HC30633,TN19,OSM00446,OTP Fraud,46942.48,9,Pudukkottai,10.4821,78.7849,0.74,16,35.27,15,0.89,OSM00446,No Activity
HC30634,TN04,OSM00027,Identity Theft,233279.23,7,Coimbatore,10.998,76.9872,0.55,17,2.16,17,0.11,OSM00027,Withdrawal Attempted
HC30635,TN03,OSM00375,Romance Scam,162944.13,1,Chennai,12.9068,80.2291,0.51,9,42.63,20,0.32,OSM00375,Withdrawal Detected
HC30636,TN03,OSM00505,SIM Swap,15031.32,23,Chennai,13.0671,80.273,0.63,25,7.12,4,0.15,OSM00505,Withdrawal Detected
HC30637,TN08,OSM00423,Phishing,13208.96,7,Erode,11.4543,77.4352,0.8,19,45.02,17,0.96,OSM00423,Withdrawal Attempted
HC30638,TN29,OSM01236,Phishing,183313.37,13,Thoothukudi,8.7736,78.0857,0.57,5,11.48,7,0.77,OSM01236,Withdrawal Attempted
HC30639,TN04,OSM00097,OTP Fraud,50281.17,16,Coimbatore,11.0177,76.958,0.49,17,48.01,20,0.18,OSM00097,Withdrawal Detected
HC30640,TN06,OSM01320,OTP Fraud,127047.82,23,Dharmapuri,12.0216,78.4638,0.54,4,48.63,13,0.54,OSM01320,No Activity
HC30641,TN04,OSM00668,SIM Swap,122414.18,9,Coimbatore,11.0171,76.9643,0.71,16,25.12,9,0.56,OSM00668,Withdrawal Attempted
HC30642,TN11,OSM00253,OTP Fraud,168644.69,9,Karur,11.0598,78.1393,0.74,4,23.59,13,0.9,OSM00253,Withdrawal Attempted
HC30643,TN31,OSM00884,SIM Swap,96482.62,11,Tirunelveli,8.7298,77.71,0.55,2,38.31,4,0.53,OSM00884,No Activity
HC30644,TN08,OSM00420,Identity Theft,179433.67,4,Erode,11.4551,77.4389,0.45,15,43.28,3,0.62,OSM00420,No Activity
HC30645,TN16,OSM01048,SIM Swap,172472.11,6,Kanniyakumari,8.335,77.7003,0.96,7,43.06,8,0.21,OSM01048,Withdrawal Detected
HC30646,TN06,OSM00074,Job Fraud,32223.02,16,Dharmapuri,12.0167,78.0891,0.56,25,10.11,6,0.32,OSM00074,No Activity
HC30647,TN03,OSM00228,OTP Fraud,17300.88,9,Chennai,12.926,80.1063,0.93,16,38.33,12,0.36,OSM00228,Withdrawal Attempted
HC30648,TN03,OSM00291,Investment Scam,292972.88,19,Chennai,13.0361,80.2179,0.67,23,14.08,1,0.21,OSM00291,Withdrawal Attempted
HC30649,TN36,OSM00211,Card Skimming,191053.83,9,Vellore,12.9352,79.1516,0.81,13,19.97,17,0.25,OSM00211,Withdrawal Detected
HC30650,TN08,OSM00743,Loan Fraud,7729.02,7,Erode,11.3238,77.7273,0.6,8,2.25,4,0.36,OSM00743,No Activity
HC30651,TN03,OSM00715,Phishing,122331.16,19,Chennai,13.0671,80.2731,0.72,17,20.84,9,0.49,OSM00715,Withdrawal Attempted
HC30652,TN03,OSM00931,Romance Scam,185888.27,12,Chennai,13.1238,80.2015,0.91,6,18.73,3,0.36,OSM00931,No Activity
HC30653,TN19,OSM00445,UPI Fraud,188147.73,16,Pudukkottai,10.3757,78.8148,0.95,11,46.86,18,0.56,OSM00445,Withdrawal Attempted
HC30654,TN03,OSM00307,Phishing,23781.01,0,Chennai,13.0412,80.2296,0.69,3,6.76,17,0.31,OSM00307,Withdrawal Detected
HC30655,TN29,OSM01492,Romance Scam,96718.4,6,Thoothukudi,8.6204,78.0703,0.53,14,13.39,9,0.66,OSM01492,Withdrawal Attempted
HC30656,TN03,OSM00037,Romance Scam,42154.36,6,Chennai,12.9514,80.1426,0.46,25,26.81,18,0.49,OSM00037,Withdrawal Attempted
HC30657,TN09,OSM01284,Phishing,199589.55,5,Kallakurichi,11.5328,79.1249,0.62,2,13.18,6,0.23,OSM01284,Withdrawal Attempted
HC30658,TN03,OSM00634,Phishing,92263.8,9,Chennai,13.0826,80.1988,0.4,7,8.3,4,0.71,OSM00634,No Activity
HC30659,TN03,OSM00222,Phishing,37832.04,4,Chennai,13.0652,80.208,0.81,13,7.52,1,0.11,OSM00222,Withdrawal Detected
HC30660,TN38,OSM01508,Romance Scam,131025.06,13,Virudhunagar,9.7428,77.9813,0.82,12,13.19,13,0.76,OSM01508,Withdrawal Detected
HC30661,TN03,OSM00628,Loan Fraud,258828.74,16,Chennai,13.0112,80.1543,0.96,25,30.02,16,0.21,OSM00628,Withdrawal Attempted
HC30662,TN29,OSM00902,Job Fraud,141194.51,15,Thoothukudi,8.7429,78.0482,0.44,3,31.37,15,0.56,OSM00902,No Activity
HC30663,TN04,OSM00700,SIM Swap,134173.0,17,Coimbatore,11.069,76.9426,0.51,14,38.81,13,0.57,OSM00700,Withdrawal Attempted
HC30664,TN37,OSM00826,OTP Fraud,56692.15,15,Viluppuram,11.9751,79.2234,0.78,20,10.42,16,0.52,OSM00826,Withdrawal Attempted
HC30665,TN03,OSM00606,OTP Fraud,221357.58,18,Chennai,13.087,80.2046,0.74,23,45.25,6,0.3,OSM00606,Withdrawal Attempted
HC30666,TN03,OSM01520,Investment Scam,151458.1,14,Chennai,13.0561,80.1934,0.72,14,23.41,13,0.75,OSM01520,Withdrawal Detected
HC30667,TN38,OSM00497,Loan Fraud,11328.08,20,Virudhunagar,9.4443,77.7953,0.89,6,15.29,1,0.62,OSM00497,Withdrawal Detected
HC30668,TN25,OSM00281,Phishing,25264.71,13,Thanjavur,10.7899,79.1382,0.91,23,1.96,11,0.73,OSM00281,Withdrawal Attempted
HC30669,TN03,OSM01039,Identity Theft,71871.0,21,Chennai,13.0141,80.2367,0.93,19,41.94,2,0.24,OSM01039,Withdrawal Attempted
HC30670,TN25,OSM01354,UPI Fraud,172303.77,21,Thanjavur,10.7971,79.1377,0.58,19,24.45,2,0.38,OSM01354,Withdrawal Attempted
HC30671,TN13,OSM01470,Investment Scam,240543.5,18,Madurai,9.9188,78.1486,0.41,19,37.36,18,0.26,OSM01470,Withdrawal Detected
HC30672,TN04,OSM00887,Job Fraud,15662.45,19,Coimbatore,10.9958,76.9779,0.65,14,42.41,18,0.88,OSM00887,Withdrawal Detected
HC30673,TN35,OSM00817,Identity Theft,20160.52,22,The Nilgiris,11.3782,76.7439,0.91,25,42.57,9,0.87,OSM00817,Withdrawal Detected
HC30674,TN05,OSM00910,Loan Fraud,247526.05,11,Cuddalore,11.9683,79.8383,0.53,8,34.5,12,0.55,OSM00910,Withdrawal Detected
HC30675,TN03,OSM00579,SIM Swap,66613.48,14,Chennai,12.8874,80.1476,0.56,13,32.16,5,0.58,OSM00579,Withdrawal Detected
HC30676,TN03,OSM00290,Job Fraud,80378.25,16,Chennai,13.0412,80.2247,0.66,18,45.14,13,0.27,OSM00290,Withdrawal Detected
HC30677,TN33,OSM01567,Romance Scam,79647.76,4,Tiruppur,11.1877,77.2774,0.9,10,24.52,10,0.82,OSM01567,No Activity
HC30678,TN03,OSM00495,Identity Theft,169534.07,14,Chennai,12.934,80.1296,0.97,15,9.75,1,0.2,OSM00495,Withdrawal Detected
HC30679,TN10,OSM00589,SIM Swap,229713.45,9,Kancheepuram,12.8389,79.7104,0.51,21,17.58,20,0.24,OSM00589,No Activity
HC30680,TN34,OSM01322,Romance Scam,259603.46,13,Tiruvannamalai,12.2085,79.0502,0.75,15,27.36,8,0.81,OSM01322,Withdrawal Attempted
HC30681,TN03,OSM01510,Phishing,61068.61,3,Chennai,13.079,80.252,0.44,21,4.81,11,0.6,OSM01510,Withdrawal Detected
HC30682,TN31,OSM00883,Job Fraud,105383.58,17,Tirunelveli,8.7127,77.7668,0.45,11,22.88,2,0.54,OSM00883,Withdrawal Detected
HC30683,TN04,OSM00097,Identity Theft,111759.52,11,Coimbatore,11.0177,76.958,0.9,3,44.23,15,0.35,OSM00097,Withdrawal Attempted
HC30684,TN14,OSM01098,Job Fraud,139086.8,2,Mayiladuthurai,11.4347,79.5426,0.73,21,49.08,8,0.79,OSM01098,No Activity
HC30685,TN03,OSM00518,Phishing,256865.13,12,Chennai,12.923,80.1276,0.49,16,34.76,6,0.24,OSM00518,Withdrawal Attempted
HC30686,TN04,OSM01507,Romance Scam,184985.82,3,Coimbatore,10.6618,77.0079,0.78,14,41.51,14,0.18,OSM01507,No Activity
HC30687,TN29,OSM01366,Romance Scam,279504.14,7,Thoothukudi,8.7975,78.1323,0.97,4,4.69,9,0.2,OSM01366,No Activity
HC30688,TN03,OSM01310,Loan Fraud,263296.43,6,Chennai,12.8671,80.2432,0.86,6,20.47,17,0.47,OSM01310,Withdrawal Detected
HC30689,TN09,OSM00854,Card Skimming,163526.63,15,Kallakurichi,11.5773,78.9172,0.4,2,6.15,2,0.6,OSM00854,Withdrawal Attempted
HC30690,TN16,OSM01586,SIM Swap,242282.99,13,Kanniyakumari,8.3139,77.2038,0.42,2,18.34,10,0.67,OSM01586,No Activity
HC30691,TN03,OSM00402,Identity Theft,60828.14,1,Chennai,13.0339,80.2497,0.77,8,25.14,3,0.9,OSM00402,No Activity
HC30692,TN04,OSM01507,Job Fraud,52631.06,10,Coimbatore,10.6618,77.0079,0.46,5,45.88,8,0.25,OSM01507,No Activity
HC30693,TN13,OSM01477,Investment Scam,98389.76,20,Madurai,9.9279,78.1487,0.96,6,39.46,20,0.86,OSM01477,No Activity
HC30694,TN09,OSM01294,Card Skimming,18072.66,14,Kallakurichi,11.5189,79.3414,0.46,12,36.33,17,0.79,OSM01294,Withdrawal Detected
HC30695,TN02,OSM00428,SIM Swap,142100.99,6,Chengalpattu,12.7901,80.2219,0.94,20,1.44,12,0.15,OSM00428,No Activity
HC30696,TN03,OSM00005,Card Skimming,245183.42,3,Chennai,12.859,80.2409,0.9,2,5.99,12,0.65,OSM00005,Withdrawal Attempted
HC30697,TN07,OSM01258,Phishing,174990.1,10,Dindigul,10.3633,77.9754,0.73,3,35.76,7,0.52,OSM01258,Withdrawal Detected
HC30698,TN31,OSM01329,Loan Fraud,4401.22,4,Tirunelveli,8.7263,77.7314,0.88,13,33.01,10,0.97,OSM01329,Withdrawal Detected
HC30699,TN26,OSM00799,Loan Fraud,275735.08,18,Theni,10.2367,77.4948,0.95,25,12.11,8,0.92,OSM00799,Withdrawal Attempted
HC30700,TN20,OSM01528,Investment Scam,101697.58,2,Ramanathapuram,9.3673,78.8332,0.61,3,40.56,6,0.5,OSM01528,Withdrawal Attempted
HC30701,TN03,OSM00229,SIM Swap,118396.06,19,Chennai,12.926,80.1062,0.78,17,3.4,17,0.34,OSM00229,Withdrawal Attempted
HC30702,TN03,OSM00149,SIM Swap,284144.08,2,Chennai,13.0367,80.2164,0.53,15,10.86,13,0.79,OSM00149,No Activity
HC30703,TN29,OSM01031,SIM Swap,293989.89,19,Thoothukudi,8.7425,78.0455,0.52,20,34.42,8,0.79,OSM01031,Withdrawal Attempted
HC30704,TN05,OSM00544,Job Fraud,21677.01,11,Cuddalore,11.7525,79.7615,0.98,14,10.85,2,0.25,OSM00544,Withdrawal Attempted
HC30705,TN35,OSM00083,OTP Fraud,98807.35,16,The Nilgiris,11.2981,76.9394,0.94,13,8.06,19,0.51,OSM00083,Withdrawal Detected
HC30706,TN16,OSM01057,Loan Fraud,143857.06,9,Kanniyakumari,8.3903,77.6097,0.62,25,43.11,15,0.4,OSM01057,Withdrawal Attempted
HC30707,TN04,OSM00057,SIM Swap,247028.74,13,Coimbatore,11.0407,76.982,0.96,21,9.61,4,0.25,OSM00057,Withdrawal Detected
HC30708,TN03,OSM00158,Card Skimming,127991.5,1,Chennai,12.9444,80.2383,0.47,7,26.49,2,0.82,OSM00158,Withdrawal Attempted
HC30709,TN03,OSM01403,Card Skimming,49974.48,4,Chennai,13.093,80.1952,0.45,6,23.51,9,0.24,OSM01403,Withdrawal Detected
HC30710,TN04,OSM00359,Loan Fraud,45864.77,14,Coimbatore,11.0149,76.9492,0.82,20,1.08,9,0.8,OSM00359,Withdrawal Detected
HC30711,TN31,OSM01323,Phishing,54709.1,22,Tirunelveli,8.7312,77.7084,0.57,5,23.49,13,0.76,OSM01323,No Activity
HC30712,TN12,OSM01411,Job Fraud,143820.53,13,Krishnagiri,12.735,77.8311,0.41,24,16.64,19,0.47,OSM01411,Withdrawal Detected
HC30713,TN13,OSM01484,Investment Scam,88464.5,4,Madurai,9.9267,78.0951,0.5,19,16.94,4,0.38,OSM01484,Withdrawal Detected
HC30714,TN22,OSM00344,Romance Scam,223206.01,14,Salem,11.6255,78.1471,0.88,13,19.1,15,0.19,OSM00344,Withdrawal Detected
HC30715,TN21,OSM01272,Romance Scam,235969.83,17,Ranipet,12.9227,79.3314,0.92,23,29.68,3,0.98,OSM01272,Withdrawal Detected
HC30716,TN09,OSM01294,Investment Scam,192266.39,12,Kallakurichi,11.5189,79.3414,0.68,24,19.92,6,0.27,OSM01294,Withdrawal Attempted
HC30717,TN07,OSM01263,Phishing,62048.05,11,Dindigul,10.3548,77.9616,0.64,19,23.69,16,0.16,OSM01263,Withdrawal Attempted
HC30718,TN17,OSM00263,Card Skimming,180897.71,15,Namakkal,11.2235,78.1674,0.53,17,3.35,16,0.34,OSM00263,Withdrawal Attempted
HC30719,TN04,OSM01225,Job Fraud,181655.86,8,Coimbatore,11.1379,77.036,0.58,23,10.16,3,0.98,OSM01225,Withdrawal Detected
HC30720,TN03,OSM00645,Phishing,59804.22,2,Chennai,13.0798,80.1804,0.42,12,35.97,4,0.44,OSM00645,Withdrawal Detected
HC30721,TN03,OSM00637,Phishing,189764.46,11,Chennai,12.9286,80.1118,0.59,6,10.07,10,0.25,OSM00637,Withdrawal Detected
HC30722,TN18,OSM01178,Job Fraud,83535.84,17,Perambalur,11.0906,78.825,0.75,5,21.13,3,0.86,OSM01178,Withdrawal Attempted
HC30723,TN25,OSM00045,Investment Scam,3658.47,8,Thanjavur,10.7693,79.1132,0.45,13,0.3,6,0.3,OSM00045,No Activity
HC30724,TN12,OSM01340,Romance Scam,102820.93,9,Krishnagiri,12.5434,78.3545,0.5,16,16.43,17,0.23,OSM01340,No Activity
HC30725,TN03,OSM00505,UPI Fraud,251219.49,22,Chennai,13.0671,80.273,0.57,24,7.57,2,0.55,OSM00505,No Activity
HC30726,TN03,OSM00164,UPI Fraud,75479.88,8,Chennai,12.9763,80.1884,0.49,3,19.23,8,0.8,OSM00164,Withdrawal Detected
HC30727,TN08,OSM00473,Romance Scam,25148.05,19,Erode,11.4497,77.7717,0.59,14,41.48,8,0.79,OSM00473,Withdrawal Attempted
HC30728,TN10,OSM00592,Investment Scam,148038.49,1,Kancheepuram,12.8438,79.6997,0.91,24,15.72,17,1.0,OSM00592,No Activity
