complaint_id,district_id,complaint_date,complaint_time,fraud_type,crime_category,fraud_amount,victim_city,victim_latitude,victim_longitude,source_channel,status
CC1559,TN20,2025-08-29,02:54:20,Romance Scam,Identity Fraud,458166.4,Ramanathapuram,9.376,78.8381,Walk-in Complaint,Chargesheet Filed
CC1560,TN26,2025-12-24,09:26:42,Job Fraud,Social Engineering,149970.02,Theni,9.9934,77.453,Bank Referral,FIR Filed
CC1561,TN20,2025-09-21,02:50:57,Loan Fraud,Cyber Deception,61534.82,Ramanathapuram,9.3708,78.8424,State Police Portal,Pending Review
CC1562,TN16,2025-09-22,08:37:28,Loan Fraud,Social Engineering,287885.04,Kanniyakumari,8.0653,77.5295,National Cybercrime Portal,Pending Review
CC1563,TN36,2025-06-25,04:14:03,Romance Scam,Identity Fraud,250751.62,Vellore,12.8793,79.1548,State Police Portal,Pending Review
CC1564,TN35,2026-06-19,18:54:59,Loan Fraud,Online Financial Fraud,125339.43,The Nilgiris,11.452,76.6845,Walk-in Complaint,Resolved
CC1565,TN09,2025-03-04,22:11:07,Card Skimming,Online Financial Fraud,239986.16,Kallakurichi,11.7184,78.9991,Bank Referral,FIR Filed
CC1566,TN19,2026-02-27,11:21:30,Romance Scam,Social Engineering,429712.61,Pudukkottai,10.3423,78.7949,National Cybercrime Portal,Chargesheet Filed
CC1567,TN18,2026-08-04,13:54:19,Job Fraud,Online Financial Fraud,75042.47,Perambalur,11.2453,78.8888,National Cybercrime Portal,FIR Filed
CC1568,TN23,2025-04-20,04:49:07,SIM Swap,Banking Fraud,167325.91,Sivaganga,9.8326,78.4665,Walk-in Complaint,Resolved
CC1569,TN13,2025-12-05,18:21:40,Card Skimming,Online Financial Fraud,278133.24,Madurai,9.9182,78.1504,Walk-in Complaint,Pending Review
CC1570,TN14,2025-03-12,08:45:23,Identity Theft,Identity Fraud,95387.13,Mayiladuthurai,11.1281,79.6431,State Police Portal,Under Investigation
CC1571,TN05,2025-08-17,17:35:23,UPI Fraud,Social Engineering,149015.08,Cuddalore,11.7164,79.8043,State Police Portal,FIR Filed
CC1572,TN03,2025-09-12,06:19:29,Loan Fraud,Social Engineering,133296.44,Chennai,13.0535,80.2315,Bank Referral,FIR Filed
CC1573,TN29,2026-08-17,13:32:47,Job Fraud,Cyber Deception,415766.36,Thoothukudi,8.7175,78.1639,Bank Referral,FIR Filed
CC1574,TN37,2025-10-15,12:48:37,UPI Fraud,Social Engineering,443174.37,Viluppuram,11.9555,79.5008,Helpline 1930,Resolved
CC1575,TN19,2025-03-07,14:16:12,UPI Fraud,Identity Fraud,104711.82,Pudukkottai,10.3616,78.786,Walk-in Complaint,Chargesheet Filed
CC1576,TN04,2025-06-17,05:52:35,Romance Scam,Identity Fraud,211640.03,Coimbatore,11.0006,76.9506,Bank Referral,FIR Filed
CC1577,TN13,2025-07-25,04:33:09,Romance Scam,Social Engineering,5650.32,Madurai,9.8768,78.1028,Walk-in Complaint,Under Investigation
CC1578,TN14,2025-07-29,00:14:01,SIM Swap,Social Engineering,127565.81,Mayiladuthurai,11.1053,79.6102,National Cybercrime Portal,Resolved
CC1579,TN30,2026-01-09,00:28:54,Job Fraud,Social Engineering,388176.96,Tiruchirappalli,10.8015,78.6894,Bank Referral,FIR Filed
CC1580,TN04,2025-06-27,08:41:23,SIM Swap,Online Financial Fraud,40042.71,Coimbatore,11.0572,76.9968,Walk-in Complaint,Pending Review
CC1581,TN17,2026-05-15,05:15:01,SIM Swap,Identity Fraud,358652.7,Namakkal,11.264,78.1306,State Police Portal,Pending Review
CC1582,TN19,2026-04-15,02:51:37,UPI Fraud,Online Financial Fraud,227655.22,Pudukkottai,10.346,78.7868,State Police Portal,Chargesheet Filed
CC1583,TN04,2026-01-18,01:28:52,Job Fraud,Identity Fraud,330616.37,Coimbatore,11.0214,76.9788,National Cybercrime Portal,Resolved
CC1584,TN32,2025-11-25,08:26:06,Romance Scam,Cyber Deception,467921.88,Tirupathur,12.462,78.5425,Helpline 1930,Chargesheet Filed
CC1585,TN35,2025-08-21,17:55:58,Card Skimming,Social Engineering,394521.28,The Nilgiris,11.4885,76.6985,Walk-in Complaint,Under Investigation
CC1586,TN12,2025-06-09,10:38:02,Romance Scam,Identity Fraud,193253.42,Krishnagiri,12.5444,78.1919,Bank Referral,Pending Review
CC1587,TN10,2025-09-11,15:15:40,SIM Swap,Banking Fraud,287128.31,Kancheepuram,12.8782,79.733,National Cybercrime Portal,FIR Filed
CC1588,TN06,2025-03-30,01:07:33,Card Skimming,Cyber Deception,21939.85,Dharmapuri,12.1474,78.2065,Walk-in Complaint,Resolved
CC1589,TN04,2025-03-17,14:54:03,Card Skimming,Identity Fraud,347099.39,Coimbatore,11.0466,76.9991,Walk-in Complaint,FIR Filed
CC1590,TN23,2025-04-17,18:39:39,Loan Fraud,Identity Fraud,89923.2,Sivaganga,9.8251,78.5195,National Cybercrime Portal,Resolved
CC1591,TN07,2025-06-26,05:09:57,Card Skimming,Banking Fraud,374470.71,Dindigul,10.3374,77.9753,State Police Portal,FIR Filed
CC1592,TN02,2026-01-05,09:09:09,Phishing,Banking Fraud,88897.64,Chengalpattu,12.7118,79.9942,Bank Referral,Pending Review
CC1593,TN25,2025-07-16,06:47:47,UPI Fraud,Cyber Deception,408410.53,Thanjavur,10.7572,79.1168,Bank Referral,Resolved
CC1594,TN02,2025-11-09,16:53:33,Card Skimming,Cyber Deception,300010.94,Chengalpattu,12.7361,79.9269,Helpline 1930,Under Investigation
CC1595,TN11,2025-01-11,11:39:43,Job Fraud,Cyber Deception,342493.0,Karur,10.9172,78.1032,Bank Referral,FIR Filed
CC1596,TN29,2026-05-24,08:39:44,OTP Fraud,Banking Fraud,214142.2,Thoothukudi,8.78,78.1008,Walk-in Complaint,Chargesheet Filed
CC1597,TN27,2025-08-27,08:11:28,Card Skimming,Banking Fraud,160134.48,Tiruvallur,13.1072,79.9483,Walk-in Complaint,FIR Filed
CC1598,TN02,2026-03-05,02:56:25,Investment Scam,Cyber Deception,42773.76,Chengalpattu,12.7249,79.9391,Bank Referral,Pending Review
CC1599,TN11,2025-06-04,18:18:07,Phishing,Identity Fraud,462106.22,Karur,11.0056,78.1035,State Police Portal,Under Investigation
CC1600,TN10,2026-08-29,10:20:48,Romance Scam,Banking Fraud,117063.1,Kancheepuram,12.8086,79.7204,State Police Portal,Resolved
CC1601,TN12,2025-10-31,21:48:11,UPI Fraud,Banking Fraud,189114.62,Krishnagiri,12.5021,78.1896,Walk-in Complaint,Under Investigation
CC1602,TN36,2025-12-14,03:12:13,Phishing,Social Engineering,327695.94,Vellore,12.9425,79.0865,Bank Referral,Pending Review
CC1603,TN35,2025-08-18,22:54:10,Phishing,Online Financial Fraud,89213.33,The Nilgiris,11.4568,76.7787,State Police Portal,Under Investigation
CC1604,TN24,2025-10-31,16:42:58,Phishing,Identity Fraud,269624.88,Tenkasi,8.9934,77.3194,Walk-in Complaint,Resolved
CC1605,TN26,2025-11-02,00:06:48,Romance Scam,Online Financial Fraud,265888.31,Theni,9.9866,77.4805,Helpline 1930,Chargesheet Filed
CC1606,TN20,2025-05-17,21:00:02,Job Fraud,Social Engineering,285438.61,Ramanathapuram,9.3641,78.8753,Helpline 1930,Pending Review
CC1607,TN31,2025-09-08,10:33:20,Job Fraud,Banking Fraud,141602.72,Tirunelveli,8.7509,77.7816,National Cybercrime Portal,Pending Review
CC1608,TN28,2025-05-13,06:18:42,OTP Fraud,Online Financial Fraud,305646.99,Tiruvarur,10.7876,79.628,State Police Portal,FIR Filed
CC1609,TN05,2025-07-17,05:01:19,Phishing,Online Financial Fraud,142876.73,Cuddalore,11.7592,79.7746,National Cybercrime Portal,Chargesheet Filed
CC1610,TN32,2026-06-08,18:49:55,Phishing,Online Financial Fraud,236058.66,Tirupathur,12.5052,78.5314,Helpline 1930,Pending Review
CC1611,TN18,2026-08-13,22:33:06,OTP Fraud,Cyber Deception,349456.18,Perambalur,11.1953,78.8871,National Cybercrime Portal,FIR Filed
CC1612,TN28,2026-03-09,13:01:47,OTP Fraud,Online Financial Fraud,32131.59,Tiruvarur,10.7509,79.6041,State Police Portal,Pending Review
CC1613,TN22,2025-07-18,17:25:12,Phishing,Online Financial Fraud,161560.97,Salem,11.6189,78.177,Bank Referral,FIR Filed
CC1614,TN34,2025-08-29,17:45:00,Investment Scam,Cyber Deception,344867.12,Tiruvannamalai,12.2678,79.1089,Walk-in Complaint,FIR Filed
CC1615,TN37,2025-03-05,01:28:25,Identity Theft,Banking Fraud,82843.04,Viluppuram,11.9358,79.4797,State Police Portal,FIR Filed
CC1616,TN12,2026-07-24,06:56:55,Identity Theft,Cyber Deception,446585.46,Krishnagiri,12.5359,78.252,State Police Portal,FIR Filed
CC1617,TN31,2026-02-22,23:05:32,Investment Scam,Online Financial Fraud,441753.14,Tirunelveli,8.7602,77.798,Helpline 1930,FIR Filed
CC1618,TN26,2026-04-11,03:15:27,Identity Theft,Identity Fraud,482600.99,Theni,9.9713,77.5241,State Police Portal,FIR Filed
CC1619,TN33,2025-06-10,06:57:14,Romance Scam,Social Engineering,50475.53,Tiruppur,11.1126,77.3419,State Police Portal,Chargesheet Filed
CC1620,TN12,2026-04-18,23:38:46,Phishing,Cyber Deception,238958.49,Krishnagiri,12.5394,78.2401,National Cybercrime Portal,Resolved
CC1621,TN31,2026-05-20,12:06:41,UPI Fraud,Banking Fraud,378003.31,Tirunelveli,8.7362,77.7893,State Police Portal,Under Investigation
CC1622,TN35,2026-06-20,03:54:41,Loan Fraud,Social Engineering,385391.94,The Nilgiris,11.5037,76.7304,Helpline 1930,Resolved
CC1623,TN08,2026-04-17,16:44:07,Investment Scam,Cyber Deception,210080.63,Erode,11.3763,77.7315,Walk-in Complaint,Chargesheet Filed
CC1624,TN23,2026-05-25,05:47:43,UPI Fraud,Social Engineering,351046.11,Sivaganga,9.831,78.5005,Helpline 1930,Pending Review
CC1625,TN25,2025-06-24,19:55:22,Romance Scam,Online Financial Fraud,70044.54,Thanjavur,10.7818,79.1186,Walk-in Complaint,Pending Review
CC1626,TN37,2025-06-16,10:20:14,Romance Scam,Identity Fraud,335910.07,Viluppuram,11.9529,79.437,Helpline 1930,Chargesheet Filed
CC1627,TN09,2026-08-17,19:01:28,Loan Fraud,Banking Fraud,72216.97,Kallakurichi,11.75,78.9562,Bank Referral,Under Investigation
CC1628,TN29,2026-08-11,19:25:31,UPI Fraud,Cyber Deception,2919.77,Thoothukudi,8.7924,78.1305,Helpline 1930,Chargesheet Filed
CC1629,TN36,2025-12-27,21:39:54,Romance Scam,Identity Fraud,203408.42,Vellore,12.874,79.1334,Walk-in Complaint,Pending Review
CC1630,TN20,2025-04-26,13:29:15,Loan Fraud,Banking Fraud,259974.79,Ramanathapuram,9.3769,78.8027,Walk-in Complaint,Pending Review
CC1631,TN35,2025-04-20,12:18:49,Romance Scam,Cyber Deception,14949.24,The Nilgiris,11.4706,76.6847,Walk-in Complaint,FIR Filed
CC1632,TN33,2026-02-08,00:20:10,Phishing,Online Financial Fraud,82849.17,Tiruppur,11.0725,77.337,Helpline 1930,Resolved
CC1633,TN19,2026-07-21,19:57:03,UPI Fraud,Cyber Deception,90391.61,Pudukkottai,10.3832,78.7958,Walk-in Complaint,Under Investigation
CC1634,TN15,2025-01-01,17:56:34,Romance Scam,Cyber Deception,95786.99,Nagapattinam,10.7838,79.799,Helpline 1930,Chargesheet Filed
CC1635,TN35,2026-07-19,07:39:38,Card Skimming,Identity Fraud,416870.37,The Nilgiris,11.516,76.6943,Bank Referral,Resolved
CC1636,TN16,2025-01-15,04:59:28,Investment Scam,Online Financial Fraud,24574.41,Kanniyakumari,8.0596,77.5565,Helpline 1930,Resolved
CC1637,TN07,2026-08-30,19:22:41,SIM Swap,Online Financial Fraud,455669.07,Dindigul,10.4074,77.9582,National Cybercrime Portal,Pending Review
CC1638,TN17,2026-08-02,06:52:28,Identity Theft,Identity Fraud,216564.61,Namakkal,11.2258,78.1677,Helpline 1930,Under Investigation
CC1639,TN08,2026-06-28,15:10:26,UPI Fraud,Online Financial Fraud,57386.29,Erode,11.366,77.71,National Cybercrime Portal,Under Investigation
CC1640,TN15,2025-10-05,09:19:16,OTP Fraud,Cyber Deception,298057.7,Nagapattinam,10.7215,79.8433,Bank Referral,Resolved
CC1641,TN36,2026-02-15,11:10:19,UPI Fraud,Banking Fraud,71739.93,Vellore,12.9443,79.0942,Bank Referral,Pending Review
CC1642,TN28,2026-05-05,04:20:59,Job Fraud,Social Engineering,92934.16,Tiruvarur,10.8016,79.5969,National Cybercrime Portal,Chargesheet Filed
CC1643,TN16,2025-08-09,20:41:42,Loan Fraud,Banking Fraud,396770.97,Kanniyakumari,8.0642,77.5192,Helpline 1930,Chargesheet Filed
CC1644,TN35,2025-10-23,21:50:20,Investment Scam,Cyber Deception,112195.83,The Nilgiris,11.4853,76.7008,State Police Portal,Pending Review
CC1645,TN15,2025-11-17,00:31:53,Phishing,Social Engineering,144447.46,Nagapattinam,10.7901,79.8167,State Police Portal,Pending Review
CC1646,TN04,2025-01-04,23:15:25,OTP Fraud,Social Engineering,473305.92,Coimbatore,11.0599,76.9126,Helpline 1930,FIR Filed
CC1647,TN10,2026-04-20,15:10:27,Loan Fraud,Cyber Deception,321626.49,Kancheepuram,12.8574,79.7153,Walk-in Complaint,Chargesheet Filed
CC1648,TN21,2026-07-22,10:10:11,Romance Scam,Identity Fraud,85985.28,Ranipet,12.9614,79.2973,Bank Referral,Under Investigation
CC1649,TN26,2025-04-29,16:20:31,Investment Scam,Cyber Deception,42932.66,Theni,9.9671,77.4604,National Cybercrime Portal,Pending Review
CC1650,TN04,2026-01-07,09:38:05,Loan Fraud,Banking Fraud,227599.9,Coimbatore,10.9937,76.9288,Bank Referral,FIR Filed
CC1651,TN23,2025-05-25,09:28:55,Identity Theft,Identity Fraud,56955.36,Sivaganga,9.8722,78.477,Bank Referral,Pending Review
CC1652,TN20,2026-08-08,14:12:16,Loan Fraud,Cyber Deception,102384.09,Ramanathapuram,9.3472,78.8309,Walk-in Complaint,Under Investigation
CC1653,TN15,2025-07-19,03:33:13,Job Fraud,Online Financial Fraud,437049.62,Nagapattinam,10.7241,79.815,Walk-in Complaint,Pending Review
CC1654,TN12,2026-03-14,01:32:30,Identity Theft,Cyber Deception,444922.6,Krishnagiri,12.5498,78.2194,Bank Referral,FIR Filed
CC1655,TN31,2026-07-11,15:12:00,Loan Fraud,Cyber Deception,217962.67,Tirunelveli,8.6955,77.713,State Police Portal,Under Investigation
CC1656,TN29,2025-11-10,13:20:53,SIM Swap,Identity Fraud,364740.33,Thoothukudi,8.7625,78.1654,Walk-in Complaint,Under Investigation
CC1657,TN07,2026-06-09,18:55:06,Investment Scam,Banking Fraud,343093.98,Dindigul,10.3312,77.9474,Helpline 1930,Resolved
CC1658,TN06,2026-05-06,14:47:24,OTP Fraud,Cyber Deception,404727.01,Dharmapuri,12.1366,78.1147,Bank Referral,FIR Filed
CC1659,TN14,2026-02-10,04:37:38,Romance Scam,Identity Fraud,444440.75,Mayiladuthurai,11.1214,79.6464,Bank Referral,Under Investigation
CC1660,TN38,2026-08-12,18:50:01,UPI Fraud,Online Financial Fraud,25063.88,Virudhunagar,9.5968,77.9464,State Police Portal,Pending Review
CC1661,TN02,2026-06-29,07:53:59,Investment Scam,Social Engineering,48504.63,Chengalpattu,12.6524,79.9851,Walk-in Complaint,Chargesheet Filed
CC1662,TN19,2025-06-24,20:18:24,Loan Fraud,Cyber Deception,388463.01,Pudukkottai,10.3595,78.8456,Walk-in Complaint,Resolved
CC1663,TN38,2026-01-15,14:10:35,Investment Scam,Banking Fraud,164968.11,Virudhunagar,9.6082,77.9473,Walk-in Complaint,FIR Filed
CC1664,TN34,2025-04-24,18:03:11,OTP Fraud,Online Financial Fraud,221112.58,Tiruvannamalai,12.2337,79.0978,Walk-in Complaint,Under Investigation
CC1665,TN09,2025-11-03,16:34:12,Romance Scam,Banking Fraud,449458.13,Kallakurichi,11.7345,79.0065,Walk-in Complaint,Pending Review
CC1666,TN20,2025-09-26,10:51:06,Loan Fraud,Social Engineering,213301.57,Ramanathapuram,9.39,78.7981,Helpline 1930,Pending Review
CC1667,TN07,2025-03-26,05:46:13,UPI Fraud,Social Engineering,264553.4,Dindigul,10.3466,77.9629,Walk-in Complaint,Under Investigation
CC1668,TN06,2026-08-15,07:39:31,Identity Theft,Online Financial Fraud,138276.02,Dharmapuri,12.1693,78.1658,National Cybercrime Portal,Pending Review
CC1669,TN37,2025-06-20,03:28:29,Romance Scam,Online Financial Fraud,185832.86,Viluppuram,11.9049,79.5222,Helpline 1930,Pending Review
CC1670,TN14,2025-08-15,11:05:40,Investment Scam,Cyber Deception,269692.06,Mayiladuthurai,11.0606,79.6756,National Cybercrime Portal,Chargesheet Filed
CC1671,TN13,2025-05-10,21:25:01,Phishing,Online Financial Fraud,288260.96,Madurai,9.9539,78.0778,State Police Portal,Pending Review
CC1672,TN09,2026-08-11,15:19:08,Investment Scam,Identity Fraud,61510.03,Kallakurichi,11.7607,78.9181,National Cybercrime Portal,Pending Review
CC1673,TN21,2026-07-02,03:54:32,Phishing,Online Financial Fraud,142420.13,Ranipet,12.8833,79.2969,State Police Portal,Resolved
CC1674,TN14,2026-02-15,02:57:21,Identity Theft,Banking Fraud,103615.15,Mayiladuthurai,11.1343,79.6174,Helpline 1930,Under Investigation
CC1675,TN14,2025-12-24,16:46:38,Job Fraud,Cyber Deception,123427.67,Mayiladuthurai,11.0938,79.6832,National Cybercrime Portal,Under Investigation
CC1676,TN22,2026-07-12,10:55:48,Job Fraud,Online Financial Fraud,183992.31,Salem,11.7099,78.141,State Police Portal,Under Investigation
CC1677,TN22,2026-01-31,12:15:37,Card Skimming,Cyber Deception,93782.76,Salem,11.649,78.1837,National Cybercrime Portal,Resolved
CC1678,TN19,2025-09-10,12:43:39,UPI Fraud,Social Engineering,419321.26,Pudukkottai,10.4208,78.8177,State Police Portal,Resolved
CC1679,TN02,2025-06-12,17:38:26,Job Fraud,Banking Fraud,3338.31,Chengalpattu,12.7353,79.9552,Walk-in Complaint,Under Investigation
CC1680,TN25,2025-09-19,08:04:52,Job Fraud,Online Financial Fraud,18446.0,Thanjavur,10.7475,79.1877,Helpline 1930,Chargesheet Filed
CC1681,TN14,2025-12-09,17:55:52,Loan Fraud,Banking Fraud,414289.51,Mayiladuthurai,11.0628,79.6407,National Cybercrime Portal,Under Investigation
CC1682,TN13,2026-07-28,17:00:08,Card Skimming,Social Engineering,5128.01,Madurai,9.8895,78.1118,Helpline 1930,FIR Filed
CC1683,TN33,2025-04-15,08:40:16,Loan Fraud,Banking Fraud,58913.56,Tiruppur,11.134,77.3141,Bank Referral,FIR Filed
CC1684,TN02,2026-08-13,13:36:51,UPI Fraud,Banking Fraud,248153.26,Chengalpattu,12.6699,80.0013,Walk-in Complaint,Under Investigation
CC1685,TN37,2025-06-27,05:32:34,Loan Fraud,Cyber Deception,255064.61,Viluppuram,11.9666,79.5232,Bank Referral,Under Investigation
CC1686,TN16,2025-12-03,17:47:57,Card Skimming,Social Engineering,423083.29,Kanniyakumari,8.0506,77.5151,State Police Portal,Under Investigation
CC1687,TN28,2026-07-21,17:07:50,Phishing,Banking Fraud,419732.72,Tiruvarur,10.7982,79.662,National Cybercrime Portal,FIR Filed
CC1688,TN20,2025-08-02,18:32:48,Identity Theft,Online Financial Fraud,254121.31,Ramanathapuram,9.3345,78.8291,Bank Referral,Pending Review
CC1689,TN15,2025-08-28,06:25:18,Card Skimming,Banking Fraud,7948.36,Nagapattinam,10.7423,79.8182,National Cybercrime Portal,Pending Review
CC1690,TN01,2025-04-26,11:12:32,Job Fraud,Online Financial Fraud,93958.56,Ariyalur,11.1028,79.0419,Bank Referral,FIR Filed
CC1691,TN03,2025-09-26,02:41:54,OTP Fraud,Social Engineering,447324.9,Chennai,13.0938,80.2931,Bank Referral,Resolved
CC1692,TN30,2025-05-18,00:17:48,Loan Fraud,Online Financial Fraud,10820.45,Tiruchirappalli,10.8112,78.7042,Walk-in Complaint,Chargesheet Filed
CC1693,TN07,2026-08-02,06:10:17,Investment Scam,Social Engineering,420254.16,Dindigul,10.3767,77.9254,Helpline 1930,Pending Review
CC1694,TN20,2025-04-12,20:59:09,OTP Fraud,Identity Fraud,272449.08,Ramanathapuram,9.3605,78.8408,Walk-in Complaint,Resolved
CC1695,TN10,2026-02-04,08:55:59,Romance Scam,Banking Fraud,103138.36,Kancheepuram,12.8019,79.6614,Helpline 1930,Chargesheet Filed
CC1696,TN10,2025-07-09,09:00:16,SIM Swap,Social Engineering,210188.79,Kancheepuram,12.795,79.7364,National Cybercrime Portal,Under Investigation
CC1697,TN13,2025-11-09,12:33:27,Phishing,Banking Fraud,108341.0,Madurai,9.9227,78.0847,Helpline 1930,Resolved
CC1698,TN11,2025-02-27,04:49:02,UPI Fraud,Cyber Deception,168275.36,Karur,10.9893,78.0657,Helpline 1930,FIR Filed
CC1699,TN05,2026-08-08,11:12:26,Identity Theft,Cyber Deception,16557.46,Cuddalore,11.7319,79.769,Bank Referral,Under Investigation
CC1700,TN04,2025-04-09,15:15:08,Investment Scam,Cyber Deception,482882.73,Coimbatore,10.9694,76.9519,Walk-in Complaint,Resolved
CC1701,TN06,2025-07-14,01:41:28,OTP Fraud,Social Engineering,47668.57,Dharmapuri,12.0981,78.1895,Walk-in Complaint,Under Investigation
CC1702,TN33,2026-04-29,02:41:24,Card Skimming,Social Engineering,93633.3,Tiruppur,11.061,77.3735,Bank Referral,Chargesheet Filed
CC1703,TN27,2025-04-25,15:07:36,OTP Fraud,Cyber Deception,404063.8,Tiruvallur,13.1866,79.9045,National Cybercrime Portal,Resolved
CC1704,TN17,2025-11-10,07:26:03,OTP Fraud,Social Engineering,380028.56,Namakkal,11.1982,78.1961,State Police Portal,FIR Filed
CC1705,TN24,2025-05-28,02:41:25,UPI Fraud,Social Engineering,171818.29,Tenkasi,8.9279,77.3239,National Cybercrime Portal,FIR Filed
CC1706,TN02,2026-08-21,08:19:47,Card Skimming,Banking Fraud,441767.66,Chengalpattu,12.6815,79.928,State Police Portal,Resolved
CC1707,TN23,2025-11-20,03:14:59,OTP Fraud,Banking Fraud,205078.67,Sivaganga,9.8585,78.4912,Bank Referral,Pending Review
CC1708,TN02,2025-05-18,08:22:52,Investment Scam,Cyber Deception,270484.9,Chengalpattu,12.6551,79.9294,National Cybercrime Portal,Under Investigation
CC1709,TN37,2025-04-24,10:59:34,Romance Scam,Online Financial Fraud,86194.04,Viluppuram,11.9331,79.5242,Bank Referral,Pending Review
CC1710,TN35,2026-02-28,08:30:35,Job Fraud,Cyber Deception,337557.79,The Nilgiris,11.4543,76.7301,National Cybercrime Portal,Under Investigation
CC1711,TN33,2026-06-23,08:19:29,Loan Fraud,Online Financial Fraud,256074.75,Tiruppur,11.0816,77.3732,Walk-in Complaint,Under Investigation
CC1712,TN37,2025-04-23,18:02:31,Loan Fraud,Cyber Deception,423339.02,Viluppuram,11.9032,79.4798,National Cybercrime Portal,Under Investigation
CC1713,TN26,2026-08-08,23:46:48,Identity Theft,Social Engineering,197126.02,Theni,10.0566,77.4893,State Police Portal,Chargesheet Filed
CC1714,TN15,2025-10-13,17:17:32,Job Fraud,Identity Fraud,225074.64,Nagapattinam,10.8123,79.8453,National Cybercrime Portal,FIR Filed
CC1715,TN37,2026-06-25,13:20:17,Job Fraud,Social Engineering,74869.07,Viluppuram,11.9757,79.4529,State Police Portal,FIR Filed
CC1716,TN32,2025-06-01,00:22:57,Investment Scam,Online Financial Fraud,439445.97,Tirupathur,12.5198,78.5163,National Cybercrime Portal,Under Investigation
CC1717,TN36,2026-06-16,12:15:50,Loan Fraud,Banking Fraud,227265.08,Vellore,12.9259,79.1437,National Cybercrime Portal,Pending Review
CC1718,TN34,2026-08-09,18:05:07,Loan Fraud,Online Financial Fraud,203690.7,Tiruvannamalai,12.1756,79.0827,National Cybercrime Portal,Resolved
CC1719,TN37,2025-06-05,07:08:43,Card Skimming,Social Engineering,466975.58,Viluppuram,11.9643,79.4943,Walk-in Complaint,Pending Review
CC1720,TN30,2025-02-15,12:00:34,Investment Scam,Identity Fraud,272120.01,Tiruchirappalli,10.8248,78.6629,Walk-in Complaint,Resolved
CC1721,TN31,2025-09-22,12:15:02,UPI Fraud,Online Financial Fraud,460758.32,Tirunelveli,8.7455,77.8039,Walk-in Complaint,Chargesheet Filed
CC1722,TN15,2025-09-13,13:07:56,Phishing,Social Engineering,476593.04,Nagapattinam,10.7254,79.8045,National Cybercrime Portal,Chargesheet Filed
CC1723,TN06,2026-07-23,20:23:44,Loan Fraud,Identity Fraud,251123.0,Dharmapuri,12.1536,78.2045,Bank Referral,FIR Filed
CC1724,TN02,2025-07-13,20:16:51,UPI Fraud,Online Financial Fraud,182146.4,Chengalpattu,12.6763,79.9496,Helpline 1930,Resolved
CC1725,TN02,2026-04-03,10:24:36,Romance Scam,Cyber Deception,125941.05,Chengalpattu,12.7021,79.9961,Helpline 1930,Resolved
CC1726,TN29,2025-06-01,22:03:06,UPI Fraud,Cyber Deception,69836.14,Thoothukudi,8.8023,78.1569,State Police Portal,Pending Review
CC1727,TN06,2026-06-04,04:58:08,SIM Swap,Cyber Deception,223922.44,Dharmapuri,12.1699,78.1371,National Cybercrime Portal,FIR Filed
CC1728,TN26,2025-05-25,01:33:22,Identity Theft,Online Financial Fraud,248943.45,Theni,10.0293,77.5173,Helpline 1930,FIR Filed
CC1729,TN23,2025-07-17,13:19:10,SIM Swap,Identity Fraud,497877.14,Sivaganga,9.795,78.4604,State Police Portal,Pending Review
CC1730,TN07,2026-07-28,04:35:44,Investment Scam,Online Financial Fraud,274927.07,Dindigul,10.3811,78.0133,State Police Portal,Chargesheet Filed
CC1731,TN23,2026-08-02,00:18:42,Job Fraud,Online Financial Fraud,441801.4,Sivaganga,9.7994,78.4911,State Police Portal,Under Investigation
CC1732,TN17,2026-03-13,13:01:03,Phishing,Social Engineering,281217.24,Namakkal,11.2211,78.1632,National Cybercrime Portal,Under Investigation
CC1733,TN12,2025-07-25,04:36:47,Job Fraud,Online Financial Fraud,176072.89,Krishnagiri,12.4811,78.2292,Bank Referral,Pending Review
CC1734,TN24,2025-01-12,15:47:27,Job Fraud,Identity Fraud,112969.79,Tenkasi,8.9879,77.3542,Bank Referral,Chargesheet Filed
CC1735,TN25,2025-02-17,09:41:11,OTP Fraud,Banking Fraud,210062.0,Thanjavur,10.7589,79.1512,Helpline 1930,Under Investigation
CC1736,TN07,2025-04-01,10:15:00,Investment Scam,Banking Fraud,359870.07,Dindigul,10.3923,78.0178,Bank Referral,Resolved
CC1737,TN10,2025-09-23,07:22:35,Job Fraud,Online Financial Fraud,246093.35,Kancheepuram,12.8252,79.6705,Bank Referral,Under Investigation
CC1738,TN09,2026-04-15,21:11:25,Card Skimming,Online Financial Fraud,255184.58,Kallakurichi,11.773,78.9843,Helpline 1930,Chargesheet Filed
CC1739,TN26,2025-06-06,04:17:04,Romance Scam,Banking Fraud,442053.19,Theni,10.0013,77.4814,Walk-in Complaint,Chargesheet Filed
CC1740,TN19,2026-04-30,14:53:05,OTP Fraud,Cyber Deception,30984.67,Pudukkottai,10.3505,78.772,Helpline 1930,Under Investigation
CC1741,TN33,2025-11-07,16:36:30,Loan Fraud,Social Engineering,63651.48,Tiruppur,11.0898,77.3183,State Police Portal,Chargesheet Filed
CC1742,TN04,2025-11-11,23:26:56,Job Fraud,Cyber Deception,77027.83,Coimbatore,10.9778,76.9145,Helpline 1930,Chargesheet Filed
CC1743,TN23,2025-06-17,11:16:36,OTP Fraud,Online Financial Fraud,484978.38,Sivaganga,9.8593,78.4585,Bank Referral,Under Investigation
